id,table,current_name,proposed_name,category,current_description,proposed_description
"\"3c3165a2-4307-47d1-9f84-fa65a6d96a4a\",\"tools\",\"Wilding Gloves \",\"Wilding Gloves \",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"3799f006-be38-4a4c-9475-dc453baf527c\",\"tools\",\"Wilding Gloves \",\"Wilding Gloves \",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"1998a607-d1e8-4b50-ae1d-214d1d6b76d5\",\"tools\",\"Wilding Handle\",\"Wilding Handle\",\"\",\"\",\"\""
"\"e31dfac2-6a5e-45b0-9cfa-e7c8ce2d530b\",\"tools\",\"Wilding Protection \",\"Wilding Protection \",\"\",\"\",\"\""
"\"bfd7d1dd-37b0-4c72-8b12-e76a75aea33d\",\"tools\",\"Wilding Protection \",\"Wilding Protection \",\"\",\"\",\"\""
"\"5dd04336-c446-4076-90e9-0b115e8c5ef3\",\"tools\",\"Wilding Protection \",\"Wilding Protection \",\"Electric Tool\",\"\",\"Electric Tool tool/equipment\""
"\"9a8d8533-602b-4e34-9d66-20b94d9755a9\",\"tools\",\"Wire Brush \",\"Wire Brush \",\"Hand Tools\",\"Yellow handle\",\"Yellow handle\""
"\"74876eee-c5d2-4130-9963-24ac78c80894\",\"tools\",\"Wire Brush \",\"Wire Brush \",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"03296f7e-4e43-48ec-89e8-1450c9975ade\",\"tools\",\"Wire Brush Flat\",\"Wire Brush Flat\",\"Hand Tools\",\"Circular flat\",\"Circular flat\""
"\"a12d3085-9e9e-480e-b418-bad474a5deba\",\"tools\",\"Wire Cutter\",\"Wire Cutter\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"77cd586d-f41a-4bd1-a46d-de0e37d85b86\",\"tools\",\"Wire Cutter \",\"Wire Cutter \",\"\",\"\",\"\""
"\"d468c4e3-be74-43aa-8639-2aa7239dfbe3\",\"tools\",\"Wired Keyboard \",\"Wired Keyboard \",\"Electric Tool\",\"\",\"Electric Tool tool/equipment\""
"\"ade6738f-1933-4817-ab8f-1d9d3db45020\",\"tools\",\"Wire Stripper\",\"Wire Stripper\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"d3022c4c-177b-4219-94d4-2aa47cb8aa44\",\"tools\",\"Wire Stripper \",\"Wire Stripper \",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"6d99c0bb-6574-469c-bd16-c8358c9b9554\",\"tools\",\"Wire Stripper / Wire Cutter\",\"Wire Stripper / Wire Cutter\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"f7476618-bd55-4b33-9133-207e4e31ad83\",\"tools\",\"Wood Auger Drill Bit\",\"Wood Auger Drill Bit\",\"Hand Tools\",\"Drill bit. \",\"Drill bit. \""
"\"6b40cd4d-844a-4ddb-8086-c6893d7746df\",\"tools\",\"Wood Chisel \",\"Wood Chisel \",\"\",\"\",\"\""
"\"99d8cfa2-ee4e-41f9-8662-ad3ae3e4106f\",\"tools\",\"Wood Chisel \",\"Wood Chisel \",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"d3c53291-d3e2-41dd-a7c8-6d28f944c6b6\",\"tools\",\"Wood Chisel \",\"Wood Chisel \",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"a4e90e06-8397-4403-a520-cfc7938a3801\",\"tools\",\"Wood Circular Saw Blade\",\"Wood Circular Saw Blade\",\"\",\"\",\"\""
"\"2cf5f0a7-0272-4bea-a0d7-d38d37303fd3\",\"tools\",\"Wood Clamp\",\"Wood Clamp\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"d9145e9d-ac24-4360-9154-a3746f72c7c3\",\"tools\",\"Wood Clamp\",\"Wood Clamp\",\"Hand Tools\",\"Rusty\",\"Rusty\""
"\"08eb1783-21d3-4b8b-b8ed-6dd3a3195115\",\"tools\",\"Wrench\",\"Wrench\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"e459976c-b27b-45e8-8f9b-9a85decc6193\",\"tools\",\"Wrench\",\"Wrench\",\"\",\"\",\"\""
"\"2b31f5ff-07fb-4580-9176-22746f204dd9\",\"tools\",\"Wrench\",\"Wrench\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"1929c031-e483-4833-a68b-751fee48099a\",\"tools\",\"Zest Quest Field\",\"Zest Quest Field\",\"Field\",\"This is the Zest Quest field above the greenhouse above our rice fields\",\"This is the Zest Quest field above the greenhouse above our rice fields\""
"\"281bd313-8493-4060-85c3-0e54205011c6\",\"tools\",\"Ziplinecard\",\"Ziplinecard\",\"Hand Tools\",\"\",\"Hand Tools tool/equipment\""
"\"0ab8d147-d560-4380-8d46-7121cc00c1d0\",\"parts\",\"1 inch black pipe T shape \",\"1 inch black pipe T shape \",\"\",\"\",\"\""
"\"04c09e95-41f9-4e59-89eb-e90b66ef9584\",\"parts\",\"1 inch PVC Coupler\",\"1 inch PVC Coupler\",\"\",\"\",\"\""
"\"8fb1735e-93e7-4983-9e62-cfb296b29572\",\"parts\",\"2 pack of assorted permanent marker\",\"2 pack of assorted permanent marker\",\"\",\"Different colors \",\"Different colors \""
"\"d6a01b0e-84e7-40f1-8dd0-9612cf63fd94\",\"parts\",\"2 prong electrical safety plugs\",\"2 prong electrical safety plugs\",\"\",\"Purchased as a set of 20 on Lazada. 1 of the 2-prong plugs was broken on arrival.\",\"Purchased as a set of 20 on Lazada. 1 of the 2-prong plugs was broken on arrival.\""
"\"983a8fe2-c703-41d9-86b8-838802bd25e9\",\"parts\",\"2x2 lumber\",\"2x2 lumber\",\"\",\"\",\"\""
"\"7d0223b9-c941-4355-9915-907aeac6a563\",\"parts\",\"3.00 mm nylon 200lbs\",\"3.00 mm nylon 200lbs\",\"\",\"200lbs. A 1kg bag is expected to be 150 m and we have 2 bags + 10m.\",\"200lbs. A 1kg bag is expected to be 150 m and we have 2 bags + 10m.\""
"\"62eea45f-f783-46ab-8551-384509f461f0\",\"parts\",\"3/4 faucet\",\"3/4 faucet\",\"\",\"Brass\",\"Brass\""
"\"f1b5fea3-df16-47cc-af05-b3a50119928f\",\"parts\",\"3inch elbow \",\"3inch elbow \",\"\",\"\",\"\""
"\"5214aa8d-ada4-4f6d-9e3b-901c64dda51f\",\"parts\",\"3 prong electrical safety plugs\",\"3 prong electrical safety plugs\",\"\",\"Purchased as a set of 20 on Lazada. 1 of the 3-prong plugs was broken on arrival.\",\"Purchased as a set of 20 on Lazada. 1 of the 3-prong plugs was broken on arrival.\""
"\"0eb23fa4-6063-4c09-952e-a767f0b7d21d\",\"parts\",\"45 degree elbow\",\"45 degree elbow\",\"\",\"\",\"\""
"\"4c1dea6c-2f03-4e68-8d62-d5b60c051e59\",\"parts\",\"4.5 inch hole saw Kobalt\",\"4.5 inch hole saw Kobalt\",\"\",\"\",\"\""
"\"18554907-abab-4cd0-9a0c-f1d01dd35870\",\"parts\",\"48 colored pencils \",\"48 colored pencils \",\"\",\"Fint art\",\"Fint art\""
"\"ba21d257-0fe0-43db-af78-706aad76a086\",\"parts\",\"4 inch elbow\",\"4 inch elbow\",\"\",\"\",\"\""
"\"4505cef4-4755-451a-8caa-1e516d0713a2\",\"parts\",\"4inch x 2inch tee reducer\",\"4inch x 2inch tee reducer\",\"\",\"\",\"\""
"\"514bbfe5-ee6a-4ad6-89ca-0c5df64ea8f9\",\"parts\",\"4 pin switch\",\"4 pin switch\",\"\",\"\",\"\""
"\"a14c4a35-3c40-4b2a-b3b6-167fe41973a9\",\"parts\",\"5V 0.5A power supply\",\"5V 0.5A power supply\",\"\",\"\",\"\""
"\"55e63551-741b-4a65-bb7a-2913812c3795\",\"parts\",\"70 liter trash bag\",\"70 liter trash bag\",\"\",\"55x52x75cm trash bags are needed for our trash and recycle bins.\n\nAi says the needed dims are 113cm width by 108 height. These were ordered from lazada 8-14-2025\",\"55x52x75cm trash bags are needed for our trash and recycle bins.\n\nAi says the needed dims are 113cm width by 108 height. These were ordered from lazada 8-14-2025\""
"\"5f2c1e53-f8d2-497e-917b-a86fda46e98f\",\"parts\",\"9V 2.2A Power supply\",\"9V 2.2A Power supply\",\"\",\"Has a USB c plug. Maybe for an iphone?\",\"Has a USB c plug. Maybe for an iphone?\""
"\"3104c7b9-7a78-467b-b99d-5a3d8f059a81\",\"parts\",\"9V battery \",\"9V battery \",\"\",\"Amazon basics\",\"Amazon basics\""
"\"f5258b3c-fdc1-4de7-9551-459f7af4600e\",\"parts\",\"A12 volt bulb\",\"A12 volt bulb\",\"\",\"\",\"\""
"\"dbd9ba40-eda6-4e42-bfe2-62524a01358b\",\"parts\",\"A4 Printer Paper\",\"A4 Printer Paper\",\"\",\"80 gsm 500 shhets. The heavier weight is a nicer paper and is preferred to the the 70gsm we had before. There's no need to mark each time paper is used. Tracking in inventory mostly to detect low stock when we get below 50 papers.\",\"80 gsm 500 shhets. The heavier weight is a nicer paper and is preferred to the the 70gsm we had before. There's no need to mark each time paper is used. Tracking in inventory mostly to detect low stock when we get below 50 papers.\""
"\"9658729f-5b12-435a-bd39-58079134dbd4\",\"parts\",\"AA batteries \",\"AA batteries \",\"\",\"Kingever brand\",\"Kingever brand\""
"\"f5db625e-6769-4a40-87ea-ef8f8ed99271\",\"parts\",\"Abrasive paper \",\"Abrasive paper \",\"\",\"\",\"\""
"\"cc1fc9e5-e26c-4638-a0aa-fe6a8546658b\",\"parts\",\"AC adapter 12V 2000mA\",\"AC adapter 12V 2000mA\",\"\",\"\",\"\""
"\"629f389a-52c6-4588-b451-a0e22abb3956\",\"parts\",\"AC adapter 19.5V 9.23A\",\"AC adapter 19.5V 9.23A\",\"\",\"\",\"\""
"\"6357afbd-5c65-4cfc-8cc6-39c4e04c4f05\",\"parts\",\"Acid Blend\",\"Acid Blend\",\"\",\"1/3 mix of citric, tartaric and malic acid. Used in fruit wines to adjust acid levels. Provides a more complex acidity and flavor than using a single acid\",\"1/3 mix of citric, tartaric and malic acid. Used in fruit wines to adjust acid levels. Provides a more complex acidity and flavor than using a single acid\""
"\"0d3e0190-4258-4bcc-ae7e-b88fbe56e93a\",\"parts\",\"AC power adapter 19.5V\",\"AC power adapter 19.5V\",\"\",\"\",\"\""
"\"94c25adf-73af-4e88-8ae1-335d5583c9ca\",\"parts\",\"AC power cable\",\"AC power cable\",\"\",\"\",\"\""
"\"04447398-7389-4098-b6dc-bc6239cf6b9f\",\"parts\",\"Adhesive/Grout\",\"Adhesive/Grout\",\"\",\"\",\"\""
"\"58a1b67f-9fe6-4756-9738-b868eac12193\",\"parts\",\"Air filter\",\"Air filter\",\"\",\"\",\"\""
"\"046300c0-0176-4e64-9af8-f62dc60ea65d\",\"parts\",\"AK Vegetable Glycerine\",\"AK Vegetable Glycerine\",\"\",\"Used to make our own fog. 1 kg is expected to last 6-10  hours. We won't be running the fogger full time.\n\nTypical DIY Fog Juice Recipe:\nFor thick, dense fog: Mix 30% glycerin with 70% distilled water\nFor medium fog: 20% glycerin, 80% distilled water\nFor lighter fog: 15% glycerin, 85% distilled water\",\"Used to make our own fog. 1 kg is expected to last 6-10  hours. We won't be running the fogger full time.\n\nTypical DIY Fog Juice Recipe:\nFor thick, dense fog: Mix 30% glycerin with 70% distilled water\nFor medium fog: 20% glycerin, 80% distilled water\nFor lighter fog: 15% glycerin, 85% distilled water\""
"\"b7834c50-04a0-42f3-b6fc-c0d65aaef346\",\"parts\",\"All purpose flour \",\"All purpose flour \",\"\",\"\",\"\""
"\"de1ff686-5d7a-4f35-b15d-abb0a22df616\",\"parts\",\"Aluminum foil\",\"Aluminum foil\",\"\",\"20m\",\"20m\""
"\"724235f6-fe1c-496b-a287-97f075ec2f86\",\"parts\",\"Anaa plant growth promoter\",\"Anaa plant growth promoter\",\"\",\"Philor brand\",\"Philor brand\""
"\"28660054-7a6a-4d04-a2ce-38d2608c89bc\",\"parts\",\"Animal tags\",\"Animal tags\",\"\",\"\",\"\""
"\"0a17381e-2ddd-4ad1-b56a-fdcc2343b54d\",\"parts\",\"Anti-rust Lubricant \",\"Anti-rust Lubricant \",\"\",\"\",\"\""
"\"a75ab71b-1744-4d98-9cca-a530b7c8d551\",\"parts\",\"Apple wireless keyboard \",\"Apple wireless keyboard \",\"\",\"\",\"\""
"\"af51f72f-eb95-49d4-ab38-158b60925639\",\"parts\",\"Apron\",\"Apron\",\"\",\" 2 pcs\",\" 2 pcs\""
"\"e1172358-fae4-4dcd-a159-8209668cfbcc\",\"parts\",\"Arabica coffee \",\"Arabica coffee \",\"\",\"3 packs \",\"3 packs \""
"\"bd7c4087-44d1-4cdd-9fa5-dc2620c556b8\",\"parts\",\"Assorted black pipes for water\",\"Assorted black pipes for water\",\"\",\"Red and black color \",\"Red and black color \""
"\"51410661-5048-4576-95bd-b868ccbac94d\",\"parts\",\"Assorted plates\",\"Assorted plates\",\"\",\"Different plates\",\"Different plates\""
"\"7ccd48a5-8fd8-4e7b-95a1-03ea3356ded4\",\"parts\",\"Automatic Float Valve\",\"Automatic Float Valve\",\"\",\"\",\"\""
"\"873392f3-99d4-4b6c-9dc8-50074c32ae16\",\"parts\",\"Automatic Poultry Waterer\",\"Automatic Poultry Waterer\",\"\",\"Intended for chicken or geese\",\"Intended for chicken or geese\""
"\"2ad94f99-8740-45d1-9742-0219f2efcbc6\",\"parts\",\"B-6000 Multi purpose adhesive\",\"B-6000 Multi purpose adhesive\",\"\",\"I purchased this in the US to experiment with origami Capiz shell lights.\",\"I purchased this in the US to experiment with origami Capiz shell lights.\""
"\"2687569b-a570-4e89-8bf5-936ae59c8494\",\"parts\",\"Baking paper \",\"Baking paper \",\"\",\"Mcbrite\",\"Mcbrite\""
"\"2a6a9f71-e11b-4f58-a52a-d51229d351ec\",\"parts\",\"ball Valve ¾\",\"ball Valve ¾\",\"\",\"1 pcs plain\",\"1 pcs plain\""
"\"165cee71-2235-4e5b-806a-0d4ed213e5dc\",\"parts\",\"Ball Valve 1 inch pvc female threads\",\"Ball Valve 1 inch pvc female threads\",\"\",\"1 pcs plain\",\"1 pcs plain\""
"\"cdd24e4b-fadb-49f9-97e4-dec535364ee8\",\"parts\",\"Ball Valve plain ½\",\"Ball Valve plain ½\",\"\",\"\",\"\""
"\"7003c7ac-3807-4510-b496-fafae21d13b7\",\"parts\",\"Ball Valves\",\"Ball Valves\",\"\",\"\",\"\""
"\"5913b569-fec7-49cd-89d9-2cf45ac62bc2\",\"parts\",\"Banana wine \",\"Banana wine \",\"\",\"Agedwine\",\"Agedwine\""
"\"c77289c5-8883-4713-ad16-8696b704e591\",\"parts\",\"Barako brake cable\",\"Crow Bar\",\"\",\"\",\"\""
"\"360463f5-6e62-47dc-8b2c-660caba38c1f\",\"parts\",\"Barako chain adjuster\",\"Crow Bar\",\"\",\"To replace our bent ones that couldn't be recovered\",\"To replace our bent ones that couldn't be recovered\""
"\"7f465a1f-a654-44e7-882e-c244c5c06b78\",\"parts\",\"Barako Fuel Filter\",\"Crow Bar\",\"\",\"Oversized at the recommendation of Chem. For the barako. The large size is used so we don't have as many problems with the filter. The clear plastic let's us see when the filter is bad.\",\"Oversized at the recommendation of Chem. For the barako. The large size is used so we don't have as many problems with the filter. The clear plastic let's us see when the filter is bad.\""
"\"35010aa1-52d3-48ea-9fc4-faee1444818d\",\"parts\",\"Barako Odometer Gear\",\"Crow Bar\",\"\",\"The part that converts wheel spinning to cable spinning\",\"The part that converts wheel spinning to cable spinning\""
"\"599d4a18-8ed4-40d0-9c19-4c2371491108\",\"parts\",\"Barako Oil Filter \",\"Crow Bar\",\"\",\"\",\"\""
"\"f0340b13-0b00-4efa-890c-40e724f23c48\",\"parts\",\"Bard elbows\",\"Bard elbows\",\"\",\"\",\"\""
"\"5c11a642-ba37-49ee-82c6-57ba24681b9b\",\"parts\",\"battery \",\"battery \",\"\",\"\",\"\""
"\"cdd3be35-e9a4-44b4-9154-4c3eae52bea7\",\"parts\",\"Battery \",\"Battery \",\"\",\"\",\"\""
"\"3f102d28-3801-412f-8c4d-81de646d5c00\",\"parts\",\"Battery 2550mWh\",\"Battery 2550mWh\",\"\",\"Cityork brand \",\"Cityork brand \""
"\"3d1cce8f-e2db-429a-adfc-7c2fc11319cc\",\"parts\",\"Battery 3a\",\"Battery 3a\",\"\",\"Two sets of triple A\",\"Two sets of triple A\""
"\"bca07a8d-1a99-4ae3-a5fb-b37f7e966dca\",\"parts\",\"Battery charger 5V 500mA\",\"Battery charger 5V 500mA\",\"\",\"\",\"\""
"\"d7041b2a-6fc7-440f-af7e-7c076d3e7d91\",\"parts\",\"Battery Clamp\",\"Battery Clamp\",\"\",\"\",\"\""
"\"b66d1cd3-a432-4fbf-af8e-76408bfa440a\",\"parts\",\"Baygon mosquito refill \",\"Baygon mosquito refill \",\"\",\"\",\"\""
"\"5fd2c3d9-f96b-4b7d-b5ce-7573aea941e2\",\"parts\",\"Bearing \",\"Bearing \",\"\",\"\",\"\""
"\"10be807d-cde4-4425-bcc2-7a0bf73d6d0d\",\"parts\",\"Bearing \",\"Bearing \",\"\",\"Set\",\"Set\""
"\"c8ee2e6b-8a26-4289-9636-5e34bc78bfff\",\"parts\",\"Bedding \",\"Bedding \",\"\",\"Cream\",\"Cream\""
"\"a0441794-b6b9-472f-8b6e-7c31b3535ce9\",\"parts\",\"Bedsheets \",\"Bedsheets \",\"\",\"White\",\"White\""
"\"85415467-e632-44ca-9f79-294edbd67f29\",\"parts\",\"Belt Bag Red\",\"Belt Bag Red\",\"\",\"Red color \",\"Red color \""
"\"c1fd4122-d910-4d8e-afac-b5c52892e55a\",\"parts\",\"Belt Bags Black\",\"Belt Bags Black\",\"\",\"Black color\",\"Black color\""
"\"7ba8c5c9-b23d-4eb2-b15d-68202614802f\",\"parts\",\"Belt Bags Blue\",\"Belt Bags Blue\",\"\",\"Color blue\",\"Color blue\""
"\"dd6c8482-4389-4d6e-a01c-61b731b9487b\",\"parts\",\"Belt Bags Green\",\"Belt Bags Green\",\"\",\"Green color \",\"Green color \""
"\"7bcd6cbf-3e7b-4413-ba95-23391a160457\",\"parts\",\"Belt Bags Yellow \",\"Belt Bags Yellow \",\"\",\"Yellow color\",\"Yellow color\""
"\"e3c7a906-e845-4edf-8056-e7c1d8652111\",\"parts\",\"Bidet\",\"Bidet\",\"\",\"\",\"\""
"\"0bdb6366-67b3-498d-8874-d18e438de112\",\"parts\",\"Bignay jam \",\"Bignay jam \",\"\",\"Medium size of bignay jam\",\"Medium size of bignay jam\""
"\"444a4420-9de7-4931-85d6-f78396f3b9ea\",\"parts\",\"Bignay Jam \",\"Bignay Jam \",\"\",\"Bignay Jam slim jar\",\"Bignay Jam slim jar\""
"\"b70f4702-9576-4d85-813f-d736726aac2c\",\"parts\",\"Bignay Wine \",\"Bignay Wine \",\"\",\"Aged wine \",\"Aged wine \""
"\"2e5e6f40-eb86-4a84-ab9a-2b0ded2b7883\",\"parts\",\"Big plastic bags\",\"Big plastic bags\",\"\",\"Transparent \",\"Transparent \""
"\"10565de3-c55e-4db4-846a-04d74466a6a2\",\"parts\",\"Big white bowl \",\"Big white bowl \",\"\",\"6 pcs\",\"6 pcs\""
"\"c3ad05e7-f121-4070-99dc-654bf1b1ca77\",\"parts\",\"Bisagra\",\"Bisagra\",\"\",\"4 pairs big and small sizes \",\"4 pairs big and small sizes \""
"\"d3df9563-9cc6-44a5-8cda-fb0d66036cb9\",\"parts\",\"Black carbouy\",\"Black carbouy\",\"\",\"Black containers\",\"Black containers\""
"\"6601288f-2cfa-4509-b418-9b3e5056e2d7\",\"parts\",\"black hose \",\"black hose \",\"\",\"\",\"\""
"\"d536c7cf-a7fe-46f1-b8e8-fb3cc1c8b398\",\"parts\",\"Black lid \",\"Black lid \",\"\",\"For bottles lid\",\"For bottles lid\""
"\"82d99f31-0065-4bc1-b935-a703704f9cff\",\"parts\",\"Black pipe\",\"Black pipe\",\"\",\"¾inch\",\"¾inch\""
"\"d85ff586-60d7-4f44-83d8-ae45c5a8d53e\",\"parts\",\"Black pipe\",\"Black pipe\",\"\",\"1inch\",\"1inch\""
"\"e7aeff71-5997-4234-ae96-388788158b28\",\"parts\",\"Black plastic twine\",\"Black plastic twine\",\"\",\"Black teine\",\"Black teine\""
"\"e8ce1fab-3a74-4d19-a1b7-2e810b9d3c78\",\"parts\",\"Black Robe\",\"Black Robe\",\"\",\"Black robe / capes that were bought for the gallery of horror\",\"Black robe / capes that were bought for the gallery of horror\""
"\"2072b743-e788-4755-b9f5-280415567b6d\",\"parts\",\"Black Screw\",\"Black Screw\",\"\",\"\",\"\""
"\"10193cae-0d36-4559-81d7-ad8a93f64832\",\"parts\",\"Blackstrap Molasses\",\"Blackstrap Molasses\",\"\",\"Pure Organic Blackstrap Molasses/Pulot for Animals and Plants. I think these are 5l bottles.\",\"Pure Organic Blackstrap Molasses/Pulot for Animals and Plants. I think these are 5l bottles.\""
"\"859eb9c5-66e3-410c-9357-6e5e28fbf63d\",\"parts\",\"Blind rivets\",\"Blind rivets\",\"\",\"\",\"\""
"\"283bd67a-b396-427b-b0ac-c40c9de3a080\",\"parts\",\"blind rivets 3/16 by 3/8\",\"blind rivets 3/16 by 3/8\",\"\",\"\",\"\""
"\"ec8c64b9-1a51-481d-8e20-de184a190688\",\"parts\",\"Blind Rivets 5/32 by ¾\",\"Blind Rivets 5/32 by ¾\",\"\",\"\",\"\""
"\"126385d9-fc97-4b77-85e2-9846f3e10b6b\",\"parts\",\"blind rivets 5/32 by 1 inch\",\"blind rivets 5/32 by 1 inch\",\"\",\"SF081225BO06\",\"SF081225BO06\""
"\"521f35f0-da8d-498a-97ea-de13fc41f3bf\",\"parts\",\"Block red\",\"Block red\",\"\",\"\",\"\""
"\"a992bb4b-ae03-4b84-b6c9-d08bd3626518\",\"parts\",\"Blue Pvc 1Inch\",\"Blue Pvc 1Inch\",\"\",\"5pieces elbow, 5pieces tee, 1pieces female elbow, 5pieces female coupling,5pieces male coupling, 5 pieces plane coupling\",\"5pieces elbow, 5pieces tee, 1pieces female elbow, 5pieces female coupling,5pieces male coupling, 5 pieces plane coupling\""
"\"47941178-a04c-4ac0-b3ae-97d23ff14e29\",\"parts\",\"Blue Pvc pipe coupling plain 1inch\",\"Blue Pvc pipe coupling plain 1inch\",\"\",\"\",\"\""
"\"7dad04d9-7f61-4c58-81a2-46a5e9950336\",\"parts\",\"Blue Pvc pipe coupling reducer  1inch x ½\",\"Blue Pvc pipe coupling reducer  1inch x ½\",\"\",\"\",\"\""
"\"ef21ce2d-8833-4d98-9fc3-177a7a59dc6f\",\"parts\",\"Blue Pvc pipe coupling reducer  1x¾\",\"Blue Pvc pipe coupling reducer  1x¾\",\"\",\"\",\"\""
"\"c2a40313-728e-415b-90cb-6460e03b4a93\",\"parts\",\"Blue Pvc pipe coupling union ¾ plain\",\"Blue Pvc pipe coupling union ¾ plain\",\"\",\"\",\"\""
"\"48004fa2-1f10-4ba4-8b20-b8586c50b7bf\",\"parts\",\"Blue Pvc pipe Female adaptor ½\",\"Blue Pvc pipe Female adaptor ½\",\"\",\"\",\"\""
"\"f5eec3a9-501b-4a29-afb6-7135152308e3\",\"parts\",\"Blue Pvc pipe female coupling ¾\",\"Blue Pvc pipe female coupling ¾\",\"\",\"\",\"\""
"\"5475f68d-a79f-4959-9909-76f7ef652b23\",\"parts\",\"Blue Pvc pipe female coupling 1inch\",\"Blue Pvc pipe female coupling 1inch\",\"\",\"\",\"\""
"\"19d73cbd-afca-4346-aae4-4168d27b3131\",\"parts\",\"Blue Pvc pipe L-bow ½\",\"Blue Pvc pipe L-bow ½\",\"\",\"\",\"\""
"\"750ce9ba-94bc-4047-b8cf-70cc772597b1\",\"parts\",\"Blue Pvc pipe L-bow ¾\",\"Blue Pvc pipe L-bow ¾\",\"\",\"\",\"\""
"\"fe896969-f4ec-4a37-b238-1e91346781b9\",\"parts\",\"Blue Pvc pipe L-bow 1inch\",\"Blue Pvc pipe L-bow 1inch\",\"\",\"\",\"\""
"\"b5422cc5-a415-4e7c-9b69-23c7a24fd6d1\",\"parts\",\"Blue Pvc Pipe Male adaptor ½\",\"Blue Pvc Pipe Male adaptor ½\",\"\",\"\",\"\""
"\"8f673190-1a82-41b8-ad84-87e229c7b7e9\",\"parts\",\"Blue Pvc pipe Male adaptor ¾\",\"Blue Pvc pipe Male adaptor ¾\",\"\",\"\",\"\""
"\"76c0b484-fca8-4bc7-a883-7c42c3520478\",\"parts\",\"Blue Pvc Pipe Male adaptor 1inch\",\"Blue Pvc Pipe Male adaptor 1inch\",\"\",\"\",\"\""
"\"7d36a1e8-4a19-4a72-9408-ccadbcb4f1c0\",\"parts\",\"Blue Pvc pipe tee reducer 1inch x  ¾\",\"Blue Pvc pipe tee reducer 1inch x  ¾\",\"\",\"\",\"\""
"\"34c7feef-8ccc-4ca9-a337-72d7680f6d16\",\"parts\",\"Boggle set\",\"Boggle set\",\"\",\"Board games \",\"Board games \""
"\"a863fcf8-4331-4953-9b4c-e91d037ba057\",\"parts\",\"Boiled Linseed Oil\",\"Boiled Linseed Oil\",\"\",\"It smells like gasoline. It might not be linseed oil.\",\"It smells like gasoline. It might not be linseed oil.\""
"\"1c564505-a39c-48dc-a73d-ef3d8413d604\",\"parts\",\"Bolt\",\"Bolt\",\"\",\"\",\"\""
"\"515c296b-7aff-42d2-88b2-6139bc874337\",\"parts\",\"Bolt\",\"Bolt\",\"\",\"\",\"\""
"\"abbb9361-bb80-41bb-841b-f484ba52e44c\",\"parts\",\"Bolts\",\"Bolts\",\"\",\"A bit shorter \",\"A bit shorter \""
"\"2710cdca-4170-4630-8182-c447c70dcf3e\",\"parts\",\"Bolts \",\"Bolts \",\"\",\"By twos in one packet \",\"By twos in one packet \""
"\"91b07c2b-114e-4baa-8324-9b724a9c03a2\",\"parts\",\"Bolts for tiller \",\"Bolts for tiller \",\"\",\"Stainless made for replace\",\"Stainless made for replace\""
"\"53170392-79a3-4ba7-ad82-63245e17c81c\",\"parts\",\"Bond paper \",\"Bond paper \",\"\",\"2 reams of bond paper for Tesda\",\"2 reams of bond paper for Tesda\""
"\"e0c89a38-f184-4079-ae2e-30a5f812cc53\",\"parts\",\"Book Teaming with Fingi\",\"Book Teaming with Fingi\",\"\",\"\",\"\""
"\"5cec5b35-60cf-4b9c-b5c9-fef7b5155537\",\"parts\",\"Book Teaming with Microbes\",\"Book Teaming with Microbes\",\"\",\"Revised edition \",\"Revised edition \""
"\"6ec14a66-ff54-47e1-91e6-0f7ee40297ed\",\"parts\",\"Book The way things work \",\"Book The way things work \",\"\",\"The way thingsworks\",\"The way thingsworks\""
"\"b9a33635-badb-4763-bc53-c0646a1c1985\",\"parts\",\"Borax Acid\",\"Borax Acid\",\"\",\"\",\"\""
"\"0c222fe5-9ae3-4f5b-921a-da95f294e8d2\",\"parts\",\"Borax Acid\",\"Borax Acid\",\"\",\"\",\"\""
"\"ab33649a-a9f3-4668-a950-d8066006bd26\",\"parts\",\"Borax Acid\",\"Borax Acid\",\"\",\"\",\"\""
"\"8007356f-4fce-4527-9698-1c18ceff50ae\",\"parts\",\"Boric Acid\",\"Boric Acid\",\"\",\"\",\"\""
"\"b35518f2-d3d8-4bc1-971f-dbb600417712\",\"parts\",\"Boring Tools\",\"Boring Tools\",\"\",\"we have ⅜,⅞,¾,1inch\",\"we have ⅜,⅞,¾,1inch\""
"\"2758dc7c-df49-4b50-9549-c4bb35576662\",\"parts\",\"Bosch relay\",\"Bosch relay\",\"\",\"\",\"\""
"\"be63d2c2-efe0-466f-a3ff-26b6242b1936\",\"parts\",\"BOSTICK WATER PROOFING \",\"BOSTICK WATER PROOFING \",\"\",\"\",\"\""
